0,1245814207515373577,"και ξεκινάει το παγκόσμιο πρωτάθλημα κορωνοϊού. η βρετανία κατεβαίνει με το παραδοσιακό σύστημα ανοσία αγέλης, φουλ επίθεση και ελάχιστη προσοχή στην άμυνα. η γερμανία με πολλές μεθ και στενό τέστινγκ που ..     ",4,2020-04-02 23:43:47 GTB Daylight Time,1,0,0,"['καραντινα', 'μενουμεσπιτι', 'κυβερνηση_μητσοτακη', 'coronavirus', 'covid19']"
1,1245812238738481154,"τι ώρα να βγούμε στο μπαλκόνι να χειροκροτήσουμε, μαρέβα;   ",4,2020-04-02 23:35:58 GTB Daylight Time,0,0,0,"['κυβερνηση_μητσοτακη', 'κορωνοϊός', 'covid19']"
2,1245792331686711296,"το σύνολο των οικονομικών μέτρων που έχει εξαγγείλει η κυβέρνηση ανακουφίζουν τους εργαζομένους, αυτοαπασχολούμενους και τις ευάλωτες κοινωνικές ομάδες από το άχθος των οικονομικών υποχρεώσεων και απλώνει δίχτυ προστασίας στα νοικοκυριά που πλήττονται.#  ",2,2020-04-02 22:16:52 GTB Daylight Time,0,0,1,"['covid19', 'vouli']"
3,1245785056540536832,πιστεύετε ότι το «υψηλό» ποσοστό που έλαβε η κυβέρνηση για τα μέτρα της κατά του  οφείλεται: )αποκλειστικά στα μέτρα τα οποία έλαβε )στα μέτρα που έλαβε σε σχέση με τα μέτρα που ελήφθησαν από τις υπόλοιπες χώρες ,1,2020-04-02 21:47:57 GTB Daylight Time,0,0,0,"['κορωνοϊου', 'covid19']"
4,1245784400203321347,    γυάλισε το ματι μου λεμεεεε...δεν με καλύπτει ένας περίπατος και όλα αυτά που θέλει ένας φυσιολογικός άνθρωπος..θελω τη ζωη μου πησω !!!!...βασικά αυτό..δεν την παλεύω,4,2020-04-02 21:45:21 GTB Daylight Time,0,0,1,"['μενουμε_σπιτι', 'καραντινα', 'covid19', 'κυβερνηση_μητσοτακη']"
5,1245782336257568768,"είναι πολύ κρίσιμο &; το χρονικό σημείο, στο οποίο η  οφείλει να λάβει μέτρα &; να στηρίξει την ελληνική κοινωνία.  ",3,2020-04-02 21:37:09 GTB Daylight Time,1,8,9,"['κυβέρνηση_μητσοτάκη', 'κορονοϊος', 'covid19']"
6,1245779693380472836,"μιλάμε για κυβερνησάρα! μέσα σε μόλις  μέρες ένας και μόνο υπουργός αναίρεσε . απολύσεις. σκεφτείτε όλη η  μαζί σε τι ευημερία θα μας οδηγήσει! γι' αυτό ξαναψηφίστε την, ειδικά αν είστε μεταξύ των ..  ",4,2020-04-02 21:26:39 GTB Daylight Time,1,0,0,"['κυβερνηση_μητσοτακη', 'covid19', 'κορωνοϊός']"
7,1245775724818190336,στην ελλάδα δυστυχώς βλέπουμε ότι δε γίνεται συζήτηση για την ουσιαστική στήριξη των επιχειρήσεων.   ,3,2020-04-02 21:10:52 GTB Daylight Time,0,7,9,"['κυβέρνηση_μητσοτάκη', 'κορονοϊός', 'covid19']"
8,1245773127893868544,"από εκεί &; πέρα, η  πρέπει να αντιληφθεί ότι υπάρχει &; πολύ μεγάλος αριθμός συμπολιτών μας, οι οποίοι είναι  &; γι’ αυτούς δυστυχώς δεν προβλέπεται τίποτα.  ",4,2020-04-02 21:00:33 GTB Daylight Time,0,8,8,"['κυβέρνηση_μητσοτάκη', 'μακροχρόνια_άνεργοι', 'κορονοϊός', 'covid19']"
9,1245773126090272772,"δεν μπορούμε να διερωτώμεθα για ποιους λόγους υπάρχουν αυξημένες τιμές στη  όταν οι παραγωγοί της επαρχίας αποκλείονται. άρα, οι ελάχιστοι παραγωγοί, που παραμένουν, ανεβάζουν τις τιμές όσο αυτοί θέλουν.   ",3,2020-04-02 21:00:33 GTB Daylight Time,1,8,8,"['λαϊκή_αγορά', 'κυβέρνηση_μητσοτάκη', 'κορονοϊός', 'covid19']"
10,1245773122881630208,υπάρχει ένα πολύ μεγάλο ζήτημα με τους παραγωγούς των λαϊκών αγορών. υπάρχουν εκκλήσεις αυτών των ανθρώπων &; προτείνουν να γίνεται σταδιακά η μετάβασή τους στις    ,3,2020-04-02 21:00:32 GTB Daylight Time,1,8,8,"['λαϊκές_αγορές', 'κυβέρνηση_μητσοτάκη', 'κορονοϊός', 'covid19']"
11,1245771671237206016,"θέλουμε πρωτογενή τομέα στη χώρα; ειδικά τις τελευταίες ημέρες &; όσο πλησιάζουμε στο πάσχα, οι εκκλήσεις των κτηνοτρόφων γίνονται πιο έντονες &; βλέπουμε ότι δυστυχώς δεν εισακούονται από την    ",3,2020-04-02 20:54:46 GTB Daylight Time,0,8,9,"['κυβέρνηση_μητσοτάκη', 'κτηνοτρόφοι', 'κορονοϊός', 'covid19']"
12,1245771663729360899,"βλέπουμε ότι μεγάλες μερίδες συμπολιτών μας, όπως οι  ή οι  δεν περιλαμβάνονται σε κανένα από τα μέτρα που εξαγγέλλει αποσπασματικά η   ",3,2020-04-02 20:54:44 GTB Daylight Time,1,8,9,"['κτηνοτρόφοι', 'αγρότες', 'κυβέρνηση_μητσοτάκη', 'κορονοϊός', 'covid19']"
13,1245751354355863558,"πριν τον  το  ήταν θέμα εθνικό, πολιτικό, κοινωνικό κ.λ.π τώρα είναι θέμα ζωης και θανατου. ",3,2020-04-02 19:34:02 GTB Daylight Time,1,3,9,"['covid19', 'λαθρομεταναστευτικο', 'κυβερνηση_μητσοτακη']"
14,1245742578831671298,αποθεώνουν οι ρώσοι τον και γενικότερα την ελληνική κυβέρνηση   ,2,2020-04-02 18:59:10 GTB Daylight Time,0,0,0,"['μητσοτακης', 'απαγορευση_κυκλοφοριας', 'covid19']"
15,1245726692158603264,"ο μητσοτακης απαγορευσε τσιγαρο, κυκλοφορια, εκκλησια, κολυμπι....., δεν ξερω τωρα αν ακομα επιτρεπεται η αναπνοη...ξεφτιλα          ",4,2020-04-02 17:56:02 GTB Daylight Time,2,1,11,"['μεταναστευτικο', 'αντικαπνιστικος', 'μενουμε_σπιτι', 'lockdown', 'απαγορευση_κυκλοφοριας', 'καραντίνα', 'κορωνοιος', 'κυβερνηση_μητσοτακη', 'νδ_ξεφτιλες', 'συριζα_ξεφτιλες']"
16,1245725867491364864,χιλιάδες ζωές εξαρτώνται από κρίσιμες αποφάσεις ανθρώπων που δεν ξέρουν να φορέσουν ούτε μάσκα...          ,3,2020-04-02 17:52:45 GTB Daylight Time,1,2,3,"['κορωνοιος', 'καραντινα', 'κυβερνηση_μητσοτακη', 'κυβερνηση_τσιρκο', 'κοροναιος', 'covid_19gr', 'covid19', 'covid?19', 'νδ_θελατε', 'νδ_ρομπες']"
17,1245686065412915201,στ. πέτσας: είμαστε στην πιο κρίσιμη φάση του «πολέμου» |        ,3,2020-04-02 15:14:36 GTB Daylight Time,0,0,0,"['naftemporiki', 'covid19', 'κορωνοϊός', 'υγεία', 'πανδημία', 'κυβέρνηση']"
18,1245679510210609154,"στο μεταξύ, είχε (κι εδώ) δίκιο ο  από , η βενζίνη κυριολεκτικά κατακρημνίστηκε στα , €.   ",2,2020-04-02 14:48:33 GTB Daylight Time,0,0,0,"['άδωνις', 'κυβερνηση_μητσοτακη', 'κορωνοϊός', 'covid19']"
19,1245671855782060032,κορονοϊός: τι θα γίνει με το μπάνιο στη θάλασσα – τι εξετάζει η κυβέρνηση                ,1,2020-04-02 14:18:08 GTB Daylight Time,0,0,0,"['coronavirus', 'κορονοιος', 'κοροναιος', 'κορωνοιος', 'covid19gr', 'covid2019', 'covid19', 'μενουμεσπιτι', 'menoumespiti', 'menoume_spiti', 'stayhome']"
20,1245668061820190721,και η γαλλική κυβέρνηση αλλάζει τις οδηγίες της και λέει ότι όλοι πρέπει να φοράνε μάσκα. κύριε εσείς γιατί επιμένετε ακόμα να λέτε ότι δε χρειάζεται όταν το  επίσης είπε το ίδιο? ,,2020-04-02 14:03:03 GTB Daylight Time,6,38,51,['covid19']
21,1245647556031340549,κορονοϊός: για εμπαιγμό κατηγορούν οι δικηγόροι την κυβέρνηση                ,1,2020-04-02 12:41:35 GTB Daylight Time,0,1,0,"['coronavirus', 'κορονοιος', 'κοροναιος', 'κορωνοιος', 'covid19gr', 'covid2019', 'covid19', 'μενουμεσπιτι', 'menoumespiti', 'menoume_spiti', 'stayhome']"
22,1245632649265172481,"η ισπανική κυβέρνηση, σύμφωνα με την εφημερίδα , θα διατηρήσει το «λουκέτο» στο ποδόσφαιρο έως το τελευταίο επίπεδο συναγερμού    ",1,2020-04-02 11:42:20 GTB Daylight Time,0,0,0,"['coronavirus', 'covid19', 'covid_19', 'κορονοϊός']"
23,1245627676435468289,"['αποψη] απρίλης, ο σκληρότερος μήνας, γράφει ο α.δ. παπαγιαννίδης |       ",3,2020-04-02 11:22:35 GTB Daylight Time,0,0,0,"['naftemporiki', 'covid19', 'κορωνοϊός', 'οικονομία', 'κυβέρνηση']"
24,1245626198723399681,"η κυβέρνηση της κροατομουσουλμανικής ομοσπονδίας της βοσνίας- ερζεγοβίνης ανακοίνωσε πακέτο μέτρων, ύψους  εκατομμυρίων ευρώ, για τη στήριξη των επιχειρήσεων και των νοικοκυριών      ",2,2020-04-02 11:16:43 GTB Daylight Time,0,0,0,"['covid19', 'covid2019', 'covid?19', 'coronavirus', 'κορονοϊός', 'πανδημία']"
25,1245619625695444994,"στο γιούκον του καναδά ζητούν από την κυβέρνηση να σταματήσει τα μεταλλεία, που λειτουργούν με εκατοντάδες εργάτες σε κυλιόμενες βάρδιες, γιατί είναι μεγάλος ο κίνδυνος μετάδοσης του  στις κοινότητες.   στη χαλκιδική δεν είναι κίνδυνος;    ",1,2020-04-02 10:50:35 GTB Daylight Time,0,15,14,"['covid19', 'skouries', 'covid19gr']"
26,1245617357839405061,νοσοκομειακοί γιατροί .να αντιδράσετε μαζί μας παίζεται η ζωή σας η κυβέρνηση δεν έχει ανοίξει μεθ ούτε προσλαβάνει υγειονομικούς. κινητοποίηση απρίλη των νοσοκ. γιατρών σε όλη την χώρα. ,,2020-04-02 10:41:35 GTB Daylight Time,0,0,0,['covid19']
27,1245604476196507648,βουλγαρία-κορονοϊός: η κυβέρνηση προτείνει την παράταση της κατάστασης έκτακτης ανάγκης   ,1,2020-04-02 09:50:23 GTB Daylight Time,0,0,0,"['βαλκάνια', 'covid19', 'covid2019']"
28,1245604420772982790,"δάσκαλοι προς κυβέρνηση : επειγόντως, ανοίξτε τα σχολεία προτού οι μαθητές μάθουν να σκέφτονται για τον εαυτό τους   ",4,2020-04-02 09:50:10 GTB Daylight Time,0,0,0,"['μενουμε_σπιτι', 'παρανοϊός', 'covid19']"
29,1245600480639647747,"  η κυβέρνηση της βουλγαρίας προτείνει την παράταση της κατάστασης έκτακτης ανάγκης μέχρι τις  μαΐου, στο πλαίσιο των μέτρων για την αντιμετώπιση της πανδημίας του      ",1,2020-04-02 09:34:31 GTB Daylight Time,0,1,1,"['covid19bulgaria', 'κορονοϊού', 'covid19', 'covid2019', 'covid?19', 'coronavirus', 'κορονοϊός']"
30,1245565508008595456,κοιτάξτε εδώ νούμερα στις ηπα σήμερα! δείτε ποσοστά αύξησης στις πολιτείες του νότου! ο πομπέο ανακοίνωσε ότι η αμερικανική κυβέρνηση παίρνει υγειονομικό υλικό από ρωσία (!!!!) γιατί τα αποθέματα των ηπα τελείωσαν!     ,3,2020-04-02 07:15:33 GTB Daylight Time,0,0,1,"['εσυ', 'μενουμεστοσπιτι', 'covid19', 'covid19greece']"
31,1245447284168548354,μαλακες οσο σκεφτομαι οτι πλησιαζει κ η επετειος του  χρονου διακυβερνησης του ηγετη κυμ τρομαζω??????....τι αλλο μας επιφυλλασει θεε μου η γκαντεμοσαυρα??     ,4,2020-04-01 23:25:46 GTB Daylight Time,0,0,3,"['κορονοιος', 'covid19', 'πρωταπριλια', 'κυβερνηση_μητσοτακη', 'απαγορευση_κυκλοφοριας']"
32,1245375431857094656,η υγεια αυτη την στιγμη παιζεται στα παγκοσμια χρηματιστηρια με ομολογα ...        ,4,2020-04-01 18:40:15 GTB Daylight Time,0,5,9,"['δημοσια', 'υγεια', 'covid19', 'coronavirus', 'κορωνοιος', 'κυβερνηση', 'βουλη']"
33,1245351273089597441,"γιατί δεν κάνουμε ένα  για  μέρες να τελειώνουμε  να νοσησουν όσοι είναι να νοσησουν, να βγει κι ο εοδυ να μας πλακώσουν στα  για  και μετα τον μήνα να βγούμε πάλι έξω. είμαστε ήδη  βδομάδες μέσα.  και εσείς γυρνάτε!",,2020-04-01 17:04:15 GTB Daylight Time,0,0,0,"['lockdown', 'κυβερνηση_μητσοτακη', 'covid?19', 'μενουμε_σπίτι']"
34,1245339003748069376,  η ιταλική κυβέρνηση παρατείνει επίσημα τα μέτρα προστασίας μέχρι τις  απριλίου                  ,1,2020-04-01 16:15:30 GTB Daylight Time,0,0,1,"['covid_19italia', 'covid19italia', 'covid?19', 'italia', 'coronavirusitalia', 'covid19', 'covid2019', 'covid_19', 'coronavirus', 'μένουμε_σπίτι', 'stayathome', 'menoume_spiti', 'quarantine']"
35,1245338122298195968,"αυστηρότερα μέτρα μελετά η κυβέρνηση, αλλάζει η δυνατότητα εξόδου από το σπίτι και η χρονική διάρκεια της «βόλτας»    ",1,2020-04-01 16:12:00 GTB Daylight Time,0,0,0,"['covid19', 'κοροναιος', 'covid_19', 'πανδημία']"
36,1245338082720854017,"αυστηρότερα μέτρα μελετά η κυβέρνηση, αλλάζει η δυνατότητα εξόδου από το σπίτι και η χρονική διάρκεια της «βόλτας»    ",1,2020-04-01 16:11:50 GTB Daylight Time,0,0,0,"['covid19', 'κοροναιος', 'covid_19', 'πανδημία']"
37,1245335158762471425, η κυβέρνηση πρώτα βλέπει το συνωστισμό και μετά αντιδρά |          ,3,2020-04-01 16:00:13 GTB Daylight Time,3,1,1,"['γεννηματά', 'naftemporiki', 'covid19', 'κορωνοϊός', 'κιναλ', 'kinima_allagis']"
38,1245332107318132739, η κυβέρνηση πρώτα βλέπει το συνωστισμό και μετά αντιδρά            ,3,2020-04-01 15:48:06 GTB Daylight Time,1,1,4,"['covid_19gr', 'covid19', 'covid2019', 'covid_19', 'coronavirus', 'μένουμε_σπίτι', 'stayathome', 'menoume_spiti', 'απαγόρευσηκυκλοφορίας']"
